0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;71;68;59;48;36;23;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;39;28;23;27;28;27;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;28;36;41;48;54;59;68;79;85;100;100;100;85;79;68;59;54;48;39;28;27;28;27;23;16;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;36;41;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;16;23;28;36;41;48;59;68;79;85;85;100;100;85;79;71;68;59;48;39;28;16;13;9;4;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;57;42;28;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;48;54;57;54;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;16;23;28;39;48;59;68;71;79;85;100;100;85;85;79;68;59;48;36;28;27;23;16;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;57;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;19;28;39;48;54;59;68;79;85;85;100;100;85;79;68;54;42;42;41;36;28;19
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;48;59;68;71;79;85;85;100;85;71;57;57;57;54;48;39;28
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;57;71;85;100;85;71;57;42;28;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;28;39;48;54;59;71;85;100;100;85;71;71;71;71;68;59;48;39
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;41;36;28;19;8;4;9;13;14;13;9;4;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;41;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;14;13;9;19;28;36;42;57;71;85;100;85;85;85;85;85;85;79;68;59;48
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;27;23;16;8;8;16;23;27;28;27;23;16;8;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;41;36;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;27;23;16;16;28;42;57;71;85;100;100;100;100;100;100;100;85;79;68;59
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;14;13;9;4;8;19;28;36;41;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;27;23;28;39;48;54;57;54;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;41;36;28;19;27;41;54;68;79;85;85;85;85;85;85;100;100;85;79;71
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;4;9;13;14;13;9;19;28;36;41;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;39;28;23;36;48;59;68;71;71;71;71;71;79;85;100;100;85;85
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;27;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;23;28;39;48;54;57;57;57;57;59;68;79;85;100;100;100
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;0;0;4;9;13;14;14;13;9;4;0;0;4;9;13;14;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;19;28;36;41;42;42;42;42;48;59;68;79;85;85;85
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;57;42;28;14;0;0;0;0;0;0;8;16;23;27;28;28;27;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;57;42;28;14;16;23;27;28;28;28;28;39;48;59;68;71;71;71
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;27;41;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;8;19;28;36;41;42;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;13;4;9;13;14;14;14;19;28;39;48;54;57;57;57
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;4;16;28;39;48;54;57;57;54;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;8;19;28;36;41;42;42;42
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;41;48;54;57;54;48;39;28;16;4;0;0;0;0;9;23;36;48;59;68;71;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;39;28;16;4;0;0;0;0;0;0;0;8;16;23;27;28;28;28
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;41;42;41;36;28;19;8;0;0;0;0;0;13;27;41;54;68;79;85;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;4;9;13;14;14;14
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;27;23;16;8;0;0;0;0;0;0;14;28;42;57;71;85;100;100;85;71;57;42;28;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;14;14;13;9;8;16;23;27;28;27;23;16;8;0;0;0;0;0;0;0;4;9;13;14;13;9;4;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;13;4;0;0;0;0;0;0;0;13;27;41;54;68;79;85;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;16;23;27;28;28;27;23;16;8;9;13;14;13;9;4;0;0;0;0;0;0;4;9;16;23;27;28;27;23;16;8;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;57;42;28;14;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;71;68;59;48;36;23;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;28;36;41;42;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;8;16;23;28;36;41;42;41;36;28;19;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;57;54;48;39;28;27;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;48;54;57;57;54;48;39;28;16;9;4;0;0;0;4;9;13;14;14;19;28;36;41;48;54;57;54;48;39;28;16
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;42;41;36;41;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;59;68;71;71;68;59;48;36;27;23;16;8;0;8;16;23;27;28;28;28;39;48;54;59;68;71;68;59;48;36;23
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;28;39;48;54;57;54;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;79;85;85;79;68;54;42;41;36;28;19;8;19;28;36;41;42;42;41;48;59;68;71;79;85;79;68;54;41;27
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;23;36;48;59;68;71;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;85;100;100;85;71;57;57;54;48;39;28;19;28;39;48;54;57;57;54;54;68;79;85;85;100;85;71;57;42;28
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;27;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;41;27;13;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;100;85;100;85;71;71;71;68;59;48;36;28;39;48;59;68;71;71;68;59;71;85;100;85;85;79;68;54;41;27
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;14;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;57;42;28;19;8;0;0;0;0;0;0;0;0;0;4;14;28;42;57;71;85;100;85;85;100;85;85;85;85;79;68;54;41;36;48;59;68;79;85;85;79;71;68;79;85;79;71;68;59;48;36;23
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;48;39;28;16;4;0;0;0;0;0;0;0;8;16;23;28;42;57;71;85;100;85;85;100;100;100;100;100;85;71;57;42;42;54;68;79;85;100;100;85;85;79;68;71;68;59;54;48;39;28;16
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;71;68;59;48;36;23;9;0;0;0;0;0;4;9;19;28;36;41;42;54;68;79;85;100;85;85;85;85;85;100;85;71;57;54;57;59;71;85;100;85;85;100;100;85;71;59;54;48;41;36;28;19;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;14;13;9;16;28;39;48;54;68;79;85;79;68;54;41;27;14;14;14;14;13;9;16;23;28;39;48;54;57;57;59;71;85;100;85;71;71;71;85;100;85;71;68;68;71;71;79;85;100;85;79;85;100;85;79;68;59;48;36;23;16;8;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;27;23;16;19;28;42;57;71;85;100;85;71;57;42;28;28;28;28;28;27;23;28;36;41;48;59;68;71;71;71;71;85;100;85;71;57;71;85;100;85;85;79;79;85;85;85;100;100;85;71;79;85;100;85;79;68;54;41;28;19;8;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;41;36;28;19;27;41;54;68;79;85;79;68;54;41;42;42;42;42;42;41;36;39;48;54;59;68;79;85;85;85;85;85;100;85;71;57;71;85;100;100;100;85;85;100;100;85;100;85;79;68;68;79;85;100;85;71;57;48;39;28;16;4
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;57;54;48;39;28;23;36;48;59;68;71;68;59;48;54;57;57;57;57;57;54;48;48;59;68;71;79;85;100;100;100;100;100;100;85;71;57;68;79;85;85;100;100;100;100;100;85;100;85;71;59;71;85;100;100;85;71;68;59;48;36;23;9
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;68;59;48;36;28;28;39;48;54;57;54;54;59;68;71;71;71;71;71;68;59;54;68;79;85;85;100;100;85;85;85;100;100;85;71;57;59;68;71;79;85;85;85;85;85;100;100;85;71;57;71;85;100;85;85;85;79;68;54;41;27;13
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;68;54;48;39;28;28;36;41;48;59;68;71;79;85;85;85;85;85;79;68;68;71;85;100;100;85;85;79;71;79;85;85;79;68;54;48;54;59;68;71;71;71;71;79;85;85;79;68;57;71;85;100;100;100;100;85;71;57;42;28;14
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;85;71;68;59;48;36;36;41;42;54;68;79;85;85;100;100;100;100;100;85;71;79;85;85;100;85;79;71;68;59;68;71;71;68;59;48;36;41;48;54;57;57;57;59;68;71;71;68;59;54;68;79;85;85;100;100;85;71;57;42;28;14
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;79;85;79;68;54;41;48;54;57;59;71;85;100;100;100;85;85;85;100;85;71;85;100;100;85;79;68;59;54;48;54;57;57;54;48;39;28;28;36;41;42;42;42;48;54;57;57;54;48;48;59;71;85;100;100;85;79;68;54;41;28;16
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;85;100;85;71;57;48;59;68;71;71;79;85;100;85;85;79;79;85;100;85;79;85;100;85;79;68;59;48;41;36;41;42;42;41;36;28;19;16;23;27;28;28;28;36;41;42;42;41;36;42;57;71;85;100;100;85;71;68;59;48;36;23
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;68;79;85;79;68;54;54;68;79;85;85;85;100;100;85;71;71;85;100;100;85;85;100;100;85;71;59;48;39;28;23;27;28;28;27;23;16;8;4;9;13;14;14;16;23;27;28;28;27;28;42;57;71;85;100;100;85;85;79;68;54;41;27
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;48;59;68;71;68;59;48;57;71;85;100;100;100;100;85;79;68;68;79;85;100;100;100;100;85;79;68;54;41;28;19;9;13;14;14;13;9;4;0;0;0;0;0;0;4;9;13;14;14;13;27;41;54;68;79;85;100;100;100;85;71;57;42;28
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;28;39;48;54;57;54;48;42;57;71;85;100;85;85;85;79;68;59;59;68;79;85;85;85;85;79;68;59;48;36;23;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;79;85;85;85;79;68;54;41;27
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;14;14;19;28;36;41;42;41;42;48;59;71;85;100;100;85;79;68;59;48;48;59;68;71;71;71;71;68;59;48;39;28;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;59;68;71;71;71;68;59;48;36;23
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;28;28;36;41;42;48;54;57;59;68;79;85;100;100;100;85;71;57;42;39;48;54;57;57;57;57;54;48;39;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;39;48;54;57;57;57;54;48;39;28;16
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;42;42;48;54;57;59;68;71;71;79;85;100;100;85;85;79;68;54;41;28;36;41;42;42;42;42;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;41;42;42;42;41;36;28;19;8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;28;39;48;54;57;57;57;59;68;71;71;79;85;85;85;100;100;85;79;71;68;59;48;36;23;23;27;28;28;28;28;27;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;16;23;27;28;28;28;27;23;16;8;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;28;36;48;59;68;71;71;71;71;79;85;85;85;100;100;100;85;85;79;68;59;54;48;39;28;16;9;13;14;14;14;14;13;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;13;14;14;14;13;9;4;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16;28;39;48;54;68;79;85;85;85;85;85;100;100;100;100;85;85;79;71;68;59;48;41;36;28;19;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;23;36;48;59;68;71;85;100;100;100;100;100;100;85;85;85;79;71;68;59;54;48;39;28;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;27;41;54;68;79;85;85;100;85;85;85;85;85;79;71;71;68;59;54;48;41;36;28;19;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;28;42;57;71;85;100;100;85;79;71;71;71;71;68;59;57;54;48;41;36;28;23;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0